Employee_ID,Name,Gender,Age,Location,Education,Total_Experience,Department,Designation,Manager_ID,Joining_Date,Performance_Rating,Avg_Work_Hours,Project_Workload,Remote_Work_Days_Monthly,Monthly_Salary,Market_Salary_Ratio,Salary_Change_%,Bonus_Last_Year,Job_Satisfaction_Score,Manager_Rating,Internal_Job_Applications,Days_Since_Last_Promotion,Leaves_Taken_Last_Year,Commute_Distance_KM,Team_Size,Intent_To_Stay_12Months,Engagement_Survey_Score,Meeting_Participation_Score,Time_Since_Last_Promotion_Months,Training_Completion_Rate,Status,Resignation_Date,Last_Working_Day,Lead_Time,Notice_Period_Type,Tenure_Years,Experience_Tenure_Ratio,Salary_Satisfaction,Work_Life_Balance
EMP_0248,Eduardo Taylor,Female,36,Hyderabad,Bachelor,12,Operations,VP Operations,EMP_0010,2018-08-22,2.8,54.6,Medium,3,161254,1.05,-0.5,1,10.0,5.3,0,949,17,6.1,7,6.9,5.1,7.5,22,0.38,Active,,,0.0,Unknown,6.9,1.71,10.5,Poor
EMP_0249,Samantha Powers,Female,50,Bangalore,Bachelor,27,Marketing,Content Manager,EMP_0007,2024-10-09,3.5,35.0,Medium,2,62586,1.13,9.6,1,1.0,7.7,0,898,12,4.5,12,4.672111748284965,4.492415142581697,6.82847101672418,46,0.73,Resigned,2024-05-24,2024-08-30,98.0,Executive,0.8,30.0,1.13,Good
EMP_0250,Alvin Lucas,Male,40,Delhi,Master,20,Sales,Sales Executive,EMP_0001,2018-01-22,2.2,37.9,Medium,2,40324,0.98,4.7,1,7.0,7.2,2,996,19,10.5,13,6.8,7.9,7.5,15,0.7,Active,,,0.0,Unknown,7.5,2.63,6.86,Good
EMP_0251,Henry Roberts,Male,52,Delhi,Bachelor,29,Operations,Process Manager,EMP_0006,2017-11-12,4.6,50.0,High,2,102694,0.96,4.3,0,6.8,7.5,1,484,17,8.5,5,10.0,6.2,9.7,27,0.64,Active,,,0.0,Unknown,7.7,3.72,6.53,Average
EMP_0252,Stephen Ford,Male,26,Mumbai,Bachelor,3,Sales,Regional Manager,EMP_0008,2022-05-08,2.6,42.7,Low,0,197920,1.07,6.4,1,7.755408144337987,9.9,0,1077,8,15.9,12,7.102517195261261,7.280080125142792,4.705417641860586,47,0.6569828405616667,Resigned,2025-05-13,2025-08-29,108.0,Executive,3.2,0.91,8.3,Good
EMP_0253,Samuel Miller,Female,40,Bangalore,Bachelor,16,Sales,Sales Executive,EMP_0009,2023-05-26,2.3,41.9,High,3,61947,1.1,2.3,0,4.0083053093356575,4.1,0,319,15,8.1,10,7.5,3.641201760997398,2.326323347303893,30,0.42,Resigned,2023-10-15,2023-10-29,14.0,Standard,2.2,6.96,4.41,Good
EMP_0254,Alice Ruiz,Female,43,Mumbai,Master,19,Marketing,Brand Manager,EMP_0008,2023-08-29,3.2,45.2,High,0,102780,0.84,8.1,1,7.978494571932212,7.377962722431937,1,903,8,2.8,11,7.112364681785134,3.678809318164725,4.332819863616231,45,0.5232084363612053,Resigned,2024-10-12,2025-01-12,92.0,Executive,1.9,9.5,6.7,Average
EMP_0255,Jaclyn Cohen,Male,30,Bangalore,Bachelor,7,Marketing,Marketing Manager,EMP_0001,2019-01-30,3.0,46.6,Medium,0,55576,0.99,13.3,0,5.0,9.3,0,655,15,1.4,17,8.2,9.1,5.9,36,0.31,Active,,,0.0,Unknown,6.5,1.06,4.95,Average
EMP_0256,Kayla Brown,Male,40,Mumbai,Bachelor,16,Marketing,Marketing Executive,EMP_0004,2018-02-19,3.7,46.1,Medium,4,55474,0.93,-2.5,0,7.7,5.3,1,746,14,1.5,9,1.6518916035842075,7.5,5.9,10,0.4555216240186754,Resigned,2024-10-08,2024-10-22,14.0,Standard,7.4,2.13,7.16,Average
EMP_0257,Stephanie Mosley,Male,49,Delhi,Bachelor,25,HR,Recruiter,EMP_0004,2020-07-30,3.7,48.9,Medium,4,63617,0.96,8.3,1,6.9,5.9,0,979,17,2.9,18,7.9,5.3,8.1,26,0.72,Active,,,0.0,Unknown,5.0,4.9,6.62,Average
EMP_0258,Jennifer Gonzales,Female,32,Hyderabad,PhD,8,HR,Recruiter,EMP_0009,2017-08-21,4.2,44.5,High,0,61312,1.0,7.3,0,8.4,7.3,1,886,12,1.4,14,6.7,8.7,5.9,33,0.65,Active,,,0.0,Unknown,7.9,1.0,8.4,Good
EMP_0259,Erik Arroyo,Male,53,Mumbai,Master,31,Finance,CFO,EMP_0004,2025-04-19,3.8,49.8,Low,3,283551,0.93,10.0,1,7.008083448803112,7.386898770360037,1,723,17,19.2,11,3.8,5.502534274921127,4.7,31,0.8212737723762875,Resigned,2024-04-02,2024-06-01,60.0,Executive,0.3,77.5,6.52,Average
EMP_0260,Angela Graham,Male,33,Chennai,Master,10,HR,Recruiter,EMP_0004,2017-08-29,3.8,55.004999999999974,Medium,4,69962,1.01,4.4,1,4.8,8.4,1,728,12,5.3,9,7.8,7.5,8.7,24,0.65,Active,,,0.0,Unknown,7.9,1.25,4.85,Poor
EMP_0261,Nancy Phillips,Male,50,Mumbai,Master,29,Operations,VP Operations,EMP_0008,2023-03-12,3.7,45.7,Medium,3,197367,0.78,7.4,1,6.333402883057189,7.7,0,1075,15,19.2,9,5.498051191512669,5.592845177573233,8.43666475939013,27,0.9479398606056326,Resigned,2025-02-16,2025-05-25,98.0,Executive,2.4,11.6,4.94,Average
EMP_0262,Gloria Garcia,Male,25,Bangalore,Master,1,Marketing,Brand Manager,EMP_0001,2021-12-22,4.1,39.0,Low,0,95914,1.17,5.7,1,10.0,7.6,0,1144,8,10.7,6,8.9,4.6,8.1,38,0.44,Active,,,0.0,Unknown,3.6,0.27,11.7,Good
EMP_0263,Lisa Silva,Female,37,Chennai,Master,15,Engineering,Tech Lead,EMP_0002,2023-04-30,3.9,43.0,High,2,123983,0.75,1.8,0,5.5,8.6,0,258,10,5.7,13,10.0,7.2,8.2,41,0.76,Active,,,0.0,Unknown,2.2,6.52,4.12,Good
EMP_0264,Robert Alvarez,Female,26,Chennai,Bachelor,6,Operations,Operations Manager,EMP_0002,2021-08-30,3.1,46.0,High,4,57047,0.85,6.3,1,6.3,6.4,0,687,8,1.7,6,8.2,8.1,9.0,18,0.99,Active,,,0.0,Unknown,3.9,1.5,5.36,Average
EMP_0265,Thomas Lynch,Female,28,Chennai,Master,4,Finance,Financial Analyst,EMP_0004,2020-12-25,3.4,45.2,Medium,1,65247,1.16,7.1,0,5.7,6.2,2,504,8,2.8,17,6.7,6.1,10.0,34,0.31,Active,,,0.0,Unknown,4.6,0.85,6.61,Average
EMP_0266,Robin Hodges,Male,59,Chennai,Bachelor,37,HR,HR Executive,EMP_0007,2022-12-17,3.5,46.3,Low,2,44722,1.1,7.3,0,8.1,5.5,0,871,15,18.3,19,6.4,4.0,8.0,55,0.74,Active,,,0.0,Unknown,2.6,13.7,8.91,Average
EMP_0267,Brent Tate,Male,22,Mumbai,Master,0,Finance,Senior Analyst,EMP_0002,2022-02-06,3.3,55.004999999999974,High,3,81160,1.06,2.2,0,6.9,7.9,0,713,19,2.4,14,2.8,9.2,7.1,33,1.0,Active,,,0.0,Unknown,3.5,0.0,7.31,Poor
EMP_0268,Jose Bowman,Female,46,Hyderabad,Master,26,HR,HR Director,EMP_0007,2019-04-12,4.1,54.2,Medium,0,48625,0.89,6.1,0,5.0,4.8,0,392,14,19.2,9,8.4,9.2,6.8,15,1.0,Active,,,0.0,Unknown,6.3,4.06,4.45,Poor
EMP_0269,Steven Ortiz,Male,29,Delhi,Master,7,Operations,Process Manager,EMP_0002,2023-02-23,3.5,52.1,Medium,2,105019,0.99,2.0,1,7.4,5.5,0,147,12,10.1,17,3.3903084749711128,5.650514124951855,5.041997219187809,36,0.33,Resigned,2024-11-11,2025-02-23,104.0,Executive,2.4,2.8,7.33,Poor
EMP_0270,David Murray,Female,53,Pune,Bachelor,33,Sales,Senior Sales,EMP_0003,2019-12-16,3.6,43.4,Medium,3,95713,0.82,11.0,1,8.55757533945653,6.418181504592399,0,1144,21,6.1,7,6.21249730039771,4.300959669506107,5.336375886239059,59,0.7088618714556362,Resigned,2023-11-12,2024-01-10,59.0,Senior,5.6,5.79,7.02,Good
EMP_0271,Jennifer Kelly,Male,28,Pune,Bachelor,7,Sales,Sales Executive,EMP_0002,2023-12-18,3.5,35.0,Medium,4,49447,0.94,2.8,1,5.9,6.2,0,224,9,2.5,15,9.3,4.2,6.9,57,1.0,Active,,,0.0,Unknown,1.6,4.12,5.55,Good
EMP_0272,Wendy Campbell,Male,45,Hyderabad,Bachelor,23,Operations,Process Manager,EMP_0003,2018-01-18,3.1,44.8,Medium,0,109430,1.06,5.7,0,6.9,6.4,0,470,13,1.4,14,8.7,5.7,8.0,28,0.66,Active,,,0.0,Unknown,7.5,3.03,7.31,Good
EMP_0273,Paul Mcdonald,Male,37,Hyderabad,Bachelor,13,Marketing,Content Manager,EMP_0004,2019-10-15,4.2,54.6,Medium,1,74166,1.24,7.1,0,5.146729390412656,6.8,1,1144,8,2.9,5,5.4,6.335148984972984,7.066127714008328,50,0.5,Resigned,2024-05-22,2024-09-08,109.0,Executive,5.8,2.2,6.38,Poor
EMP_0274,Charles Mueller,Male,27,Hyderabad,Bachelor,3,Sales,Senior Sales,EMP_0010,2018-11-06,3.4,42.3,High,4,90637,0.94,8.0,1,4.3,9.0,0,755,15,10.1,19,8.0,9.4,8.7,42,0.79,Active,,,0.0,Unknown,6.7,0.44,4.04,Good
EMP_0275,Kimberly Conley,Female,51,Mumbai,Bachelor,27,Finance,Financial Analyst,EMP_0002,2018-12-28,3.3,44.7,Medium,4,52268,0.94,1.2,0,9.4,6.7,0,150,13,1.4,19,8.4,7.8,7.6,8,0.69,Active,,,0.0,Unknown,6.6,4.03,8.84,Good
EMP_0276,Heidi Perez,Female,41,Chennai,Bachelor,17,Marketing,Marketing Executive,EMP_0006,2024-06-26,2.5,45.8,Medium,3,58292,1.07,10.4,0,7.0,6.0,0,679,11,5.1,11,5.4,10.0,7.5,8,0.99,Active,,,0.0,Unknown,1.1,14.17,7.49,Average
EMP_0277,Michelle Warren,Male,31,Delhi,Bachelor,11,Operations,Operations Manager,EMP_0003,2020-01-29,2.4,53.5,Medium,0,62342,1.03,7.1,1,7.4,8.2,0,538,17,4.0,19,6.1,10.0,7.1,59,0.71,Active,,,0.0,Unknown,5.5,1.96,7.62,Poor
EMP_0278,Mrs. Christine George,Female,33,Chennai,Master,12,Marketing,Marketing Manager,EMP_0002,2019-01-18,3.4,36.7,High,3,46203,1.12,3.8,1,2.9,5.1,1,667,18,10.8,11,6.3,7.1,5.3,39,0.51,Active,,,0.0,Unknown,6.5,1.82,3.25,Good
EMP_0279,Miss Ana Brown,Female,31,Delhi,Bachelor,10,Marketing,Marketing Executive,EMP_0010,2019-07-28,3.3,43.9,Medium,2,73768,1.11,14.2,1,6.0,5.9,0,499,18,3.4,7,4.1,5.7,10.0,48,0.86,Active,,,0.0,Unknown,6.0,1.64,6.66,Good
EMP_0280,Juan Raymond,Male,57,Chennai,Master,35,Operations,Operations Manager,EMP_0003,2018-02-27,4.4,44.9,Medium,1,49262,0.93,4.8,1,8.2,6.2,0,201,9,3.5,13,10.0,8.3,5.6,57,1.0,Active,,,0.0,Unknown,7.4,4.67,7.63,Good
EMP_0281,Lauren Bass,Female,26,Delhi,Master,4,Finance,Senior Analyst,EMP_0004,2024-09-16,3.0,42.8,Medium,2,109317,1.19,3.8,1,7.3,6.5,1,276,10,3.7,8,8.0,7.5,6.1,58,0.4,Active,,,0.0,Unknown,0.9,4.0,8.69,Good
EMP_0282,Tyler Diaz Jr.,Female,38,Delhi,Bachelor,16,Marketing,Marketing Manager,EMP_0006,2025-04-30,1.2,38.3,Medium,3,68480,1.05,3.6,0,4.340713014341299,5.8,0,430,15,4.6,14,3.2626543660048397,4.320812538763166,5.819869950170793,21,0.3879913300113862,Resigned,2024-07-22,2024-10-15,85.0,Executive,0.2,53.33,4.56,Good
EMP_0283,Kristi Cook,Female,34,Delhi,Bachelor,12,Marketing,Brand Manager,EMP_0005,2024-10-06,4.0,44.2,Medium,4,115965,1.06,7.3,1,6.3,8.6,2,502,19,6.2,8,5.7,7.9,8.2,59,0.63,Active,,,0.0,Unknown,0.8,13.33,6.68,Good
EMP_0284,Heidi Martinez,Male,47,Bangalore,Bachelor,25,Marketing,Content Manager,EMP_0008,2022-11-10,3.0,36.4,Medium,0,66908,0.99,10.9,0,5.0,7.3,0,148,21,9.9,5,6.9,6.2,9.7,42,0.45,Active,,,0.0,Unknown,2.7,8.93,4.95,Good
EMP_0285,Ashley Price,Female,24,Pune,Master,3,HR,HR Director,EMP_0007,2022-06-11,2.9,48.9,Medium,1,56295,0.93,1.1,1,5.0,7.0,0,741,19,1.6,14,8.489770230335422,4.1582548066949,6.497273135460781,34,0.8663030847281041,Resigned,2025-01-07,2025-04-24,107.0,Executive,3.1,0.94,4.65,Average
EMP_0286,Angel Ayala,Male,52,Mumbai,Master,28,Sales,Sales Executive,EMP_0008,2018-09-16,3.6,48.2,Low,4,65337,1.05,2.4,1,7.8,7.5,0,765,19,6.9,14,5.0,8.0,7.5,27,0.65,Active,,,0.0,Unknown,6.9,4.0,8.19,Average
EMP_0287,Andrew Chen,Male,33,Bangalore,Master,11,Marketing,Content Manager,EMP_0005,2022-10-28,1.2,52.2,Medium,4,63897,0.79,8.2,1,9.3,7.590028773870831,2,436,11,4.8,18,2.659899906253732,5.96184461746526,7.062492854535771,49,0.97,Resigned,2024-06-10,2024-08-19,70.0,Executive,2.7,3.93,7.35,Poor
EMP_0288,Anna Rosales,Male,27,Delhi,Bachelor,7,Sales,Senior Sales,EMP_0006,2022-09-07,3.6,49.2,Medium,1,84676,0.97,5.7,1,7.5,7.8,0,820,14,9.7,14,8.6,6.3,10.0,29,0.17,Active,,,0.0,Unknown,2.9,2.33,7.28,Average
EMP_0289,Heather Lyons,Male,37,Bangalore,Bachelor,13,Sales,Regional Manager,EMP_0003,2025-04-18,3.9,52.6,Low,0,168979,1.09,8.1,0,8.332609281226649,4.1,0,740,18,19.2,11,1.3351906844684247,8.344941777927653,7.260099346797058,33,0.8261492360148377,Resigned,2023-12-04,2024-03-20,107.0,Executive,0.3,32.5,9.08,Poor
EMP_0290,Oscar Gentry,Male,28,Chennai,PhD,6,Marketing,Brand Manager,EMP_0006,2021-06-08,2.3,49.1,Medium,2,116844,1.1,5.1,0,7.9,7.0,0,1075,21,1.7,9,2.187253550430152,5.994694915993748,5.589647962210386,48,0.753387334037052,Resigned,2024-09-29,2024-12-28,90.0,Executive,4.1,1.43,8.69,Average
EMP_0291,Kathleen Jones,Female,24,Delhi,Bachelor,1,HR,HR Director,EMP_0001,2023-03-08,3.0,42.9,High,0,43838,0.98,2.1,0,3.4,5.0,0,296,21,5.1,17,10.0,8.8,7.9,19,0.55,Active,,,0.0,Unknown,2.4,0.4,3.33,Good
EMP_0292,Ronnie Ferguson,Female,34,Pune,Bachelor,12,Engineering,Senior Engineer,EMP_0004,2017-10-17,2.8,42.6,Medium,4,115367,1.04,6.4,0,8.0,6.1,1,320,18,9.1,16,7.2,6.6,6.6,38,0.81,Active,,,0.0,Unknown,7.8,1.52,8.32,Good
EMP_0293,William Cooper,Female,50,Mumbai,Bachelor,29,Engineering,Engineering Manager,EMP_0001,2024-10-08,4.2,49.7,Low,4,158680,0.9,2.8,0,5.083847293910341,6.5,0,566,21,8.1,8,2.736975985954844,4.561626643258073,3.566362648365402,20,0.763035729417714,Resigned,2024-12-27,2025-04-16,110.0,Executive,0.8,32.22,4.58,Average
EMP_0294,Dawn Shelton,Female,27,Mumbai,Bachelor,7,Operations,VP Operations,EMP_0010,2023-12-18,3.6,51.8,Low,3,172063,0.96,0.4,0,5.6,3.1,0,414,20,1.4,10,6.9,6.1,8.7,45,1.0,Active,,,0.0,Unknown,1.6,4.12,5.38,Poor
EMP_0295,Michelle Gates,Female,36,Mumbai,Bachelor,12,Engineering,Software Engineer,EMP_0001,2018-05-02,3.3,43.0,Medium,4,75171,1.08,2.8,1,6.921255701243756,5.330162436590019,1,639,11,7.7,11,4.747671103490107,2.661573194380818,3.380917300970228,49,0.1870294677132466,Resigned,2025-06-25,2025-07-27,32.0,Professional,7.2,1.64,7.47,Good
EMP_0296,Julie Flores,Male,44,Hyderabad,Bachelor,20,Engineering,Software Engineer,EMP_0006,2018-11-19,4.1,44.8,Medium,1,79955,1.1,2.8,1,6.3,8.4,0,425,16,1.5,7,5.1,7.7,6.6,31,0.71,Active,,,0.0,Unknown,6.7,2.94,6.93,Good
EMP_0297,Regina Miller,Male,24,Hyderabad,Bachelor,1,Engineering,Software Engineer,EMP_0008,2021-06-18,3.6,54.6,Medium,2,73963,0.98,12.6,1,6.5,7.4,0,254,8,9.0,10,7.0,2.8,5.4,20,0.74,Active,,,0.0,Unknown,4.1,0.24,6.37,Poor
EMP_0298,Curtis Jordan,Male,44,Pune,PhD,23,Sales,Sales Manager,EMP_0006,2019-06-20,2.9,45.4,Medium,4,52672,1.17,2.8,1,7.0,8.7,1,635,20,2.1,10,7.2,8.5,8.7,32,0.77,Active,,,0.0,Unknown,6.1,3.71,8.19,Average
EMP_0299,Stephanie Lopez,Female,47,Hyderabad,Bachelor,27,Finance,CFO,EMP_0005,2023-11-20,3.4,55.004999999999974,Medium,0,227195,1.19,5.3,1,4.208045154689463,5.031358337128706,0,221,11,6.7,14,8.54201251767058,10.0,7.3,15,0.73,Resigned,2024-06-28,2024-09-11,75.0,Executive,1.7,15.0,5.01,Poor
EMP_0300,Kimberly Palmer,Male,47,Mumbai,Bachelor,24,Sales,Sales Manager,EMP_0001,2018-03-07,3.5,38.5,Medium,3,63820,1.01,9.2,1,5.6,7.7,0,1039,9,1.4,9,10.0,5.3,10.0,8,0.86,Active,,,0.0,Unknown,7.4,3.2,5.66,Good
EMP_0301,Brandon Avila,Male,29,Bangalore,Bachelor,6,HR,HR Executive,EMP_0005,2021-06-26,4.4,48.4,Medium,3,55524,0.85,6.4,1,7.7,7.2,0,649,12,19.2,7,9.4,8.9,9.4,49,1.0,Active,,,0.0,Unknown,4.1,1.43,6.54,Average
EMP_0302,Jessica Andersen,Female,45,Delhi,Bachelor,22,Finance,Finance Manager,EMP_0004,2023-10-29,3.3,43.2,Medium,3,167992,0.78,2.9,1,6.2,5.5,0,892,14,2.9,16,6.8,9.7,7.8,49,0.84,Active,,,0.0,Unknown,1.7,12.22,4.84,Good
EMP_0303,Allen Hamilton,Male,38,Mumbai,PhD,17,Sales,Sales Manager,EMP_0007,2019-04-01,4.5,40.9,Medium,4,58589,1.09,5.9,0,6.083363688376876,7.005085459343069,2,647,16,4.5,9,7.689870012866288,4.090356389822494,9.8,10,0.93,Resigned,2025-05-24,2025-08-19,87.0,Executive,6.3,2.66,6.63,Good
EMP_0304,Vanessa Mendoza,Male,51,Hyderabad,Bachelor,29,Finance,Financial Analyst,EMP_0002,2019-07-25,3.0,43.0,Low,4,53810,0.98,12.9,1,7.8,7.5,0,959,17,4.4,6,6.9,4.9,6.1,49,0.96,Active,,,0.0,Unknown,6.0,4.75,7.64,Good
EMP_0305,John Ruiz,Male,29,Hyderabad,Bachelor,6,Finance,Financial Analyst,EMP_0006,2022-05-26,3.3,43.1,Medium,2,76189,1.14,10.0,0,4.2,8.0,0,329,10,19.2,12,4.3,7.3,9.6,56,1.0,Active,,,0.0,Unknown,3.2,1.82,4.79,Good
EMP_0306,Paul Anderson,Male,34,Bangalore,Master,13,Engineering,Software Engineer,EMP_0009,2021-09-23,3.0,48.2,Low,1,51919,0.77,6.7,0,6.1,6.7,0,343,16,4.4,17,6.8,8.2,6.0,35,0.81,Active,,,0.0,Unknown,3.8,3.33,4.7,Average
EMP_0307,Wendy Powell,Male,47,Hyderabad,Master,27,Operations,Process Manager,EMP_0008,2023-01-21,4.6,35.0,Medium,1,80510,1.03,6.4,0,5.0,5.3,0,202,20,1.6,5,8.7,8.5,9.4,20,0.44,Active,,,0.0,Unknown,2.5,10.38,5.15,Good
EMP_0308,Benjamin Mitchell,Male,48,Pune,Bachelor,24,HR,HR Executive,EMP_0006,2018-11-22,3.2,35.0,Low,2,56259,1.02,6.1,0,7.6,9.1,0,737,19,8.3,12,10.0,1.9,7.1,24,1.0,Active,,,0.0,Unknown,6.7,3.53,7.75,Good
EMP_0309,Gary Anderson,Male,46,Mumbai,Master,24,Engineering,Senior Engineer,EMP_0006,2024-12-20,4.6,54.8,Low,3,100323,0.92,-3.1,1,7.1,5.9590073510637165,1,609,15,4.9,16,5.094932815276527,5.7,8.39720408443724,56,0.8208502869056626,Resigned,2025-03-08,2025-05-15,68.0,Senior,0.6,34.29,6.53,Poor
EMP_0310,Albert Martin,Male,50,Mumbai,Master,30,Operations,Operations Executive,EMP_0006,2021-08-08,2.4,51.7,High,1,52145,0.82,8.7,0,3.6968463850048567,5.1885563298313775,1,339,12,19.2,11,2.1500459020710427,4.410350568350857,7.3,46,0.55,Resigned,2024-11-03,2024-11-18,15.0,Standard,4.0,7.32,3.03,Poor
EMP_0311,Ashley Dixon,Female,43,Chennai,Bachelor,19,Finance,Finance Manager,EMP_0001,2024-10-19,4.4,53.4,Medium,3,139323,1.08,6.6,0,6.341978643286017,6.170573815089097,1,780,20,19.2,16,2.6756822166717447,7.190895957305313,3.9,37,0.76,Resigned,2024-12-04,2025-03-13,99.0,Executive,0.8,21.11,6.85,Poor
EMP_0312,Virginia Wright,Female,36,Bangalore,Bachelor,15,Engineering,Software Engineer,EMP_0004,2022-06-24,4.1,55.004999999999974,High,2,67861,0.92,6.1,0,5.916301420274161,6.6,0,1144,11,16.7,17,4.399161197502155,7.867730603225008,6.091146273464522,50,1.0,Resigned,2025-04-08,2025-05-13,35.0,Professional,3.1,4.69,5.44,Poor
EMP_0313,Christopher Schroeder,Male,38,Chennai,Master,18,Engineering,Engineering Manager,EMP_0005,2020-10-21,3.2,44.7,Medium,3,151049,1.14,1.9,1,6.6,6.2,0,744,8,7.0,10,9.1,7.9,8.9,21,0.0,Active,,,0.0,Unknown,4.8,3.67,7.52,Good
EMP_0314,Dr. Julie Hinton,Male,34,Pune,Bachelor,12,Sales,Sales Executive,EMP_0009,2018-07-02,3.8,39.1,Medium,1,57675,0.98,4.5,1,5.974243979170423,8.4,3,944,13,1.4,14,4.93689276617662,4.41029087111778,5.595145135000169,23,0.2764659949058907,Resigned,2024-07-22,2024-08-14,23.0,Standard,7.1,1.67,5.85,Good
EMP_0315,April Griffith,Male,31,Chennai,Bachelor,10,Engineering,Engineering Manager,EMP_0008,2020-08-26,4.6,45.7,Medium,2,196246,0.9,3.5,0,6.83056681024472,5.9,1,710,19,4.6,17,7.837233538984307,6.624328348427212,7.6,13,0.35,Resigned,2025-06-17,2025-08-30,74.0,Executive,4.9,2.0,6.15,Average
EMP_0316,Stephanie Francis DDS,Male,51,Chennai,Master,31,Engineering,Senior Engineer,EMP_0008,2024-03-06,3.7,48.8,Medium,3,91280,1.17,7.6,0,10.0,7.5,0,739,21,16.2,17,4.4,6.1,7.5,29,0.89,Active,,,0.0,Unknown,1.4,20.67,11.7,Average
EMP_0317,Joseph Phillips,Female,52,Bangalore,Bachelor,28,Sales,Senior Sales,EMP_0010,2024-08-06,3.8,38.2,High,3,95772,1.11,1.5,1,3.684912131325503,6.0,0,290,13,2.6,7,5.7,4.532238657830694,5.755223692483422,6,0.65,Resigned,2023-10-03,2023-11-21,49.0,Senior,1.0,25.45,4.09,Good
EMP_0318,Joe Williams,Male,45,Mumbai,Bachelor,23,Finance,CFO,EMP_0006,2022-05-23,3.1,55.004999999999974,High,4,212207,1.12,11.1,1,5.8,6.4,0,738,21,6.1,14,7.5,6.0,7.7,38,0.8,Active,,,0.0,Unknown,3.2,6.97,6.5,Poor
EMP_0319,Thomas Davis,Male,36,Delhi,Bachelor,12,Operations,Process Manager,EMP_0006,2021-10-22,3.5,40.1,Medium,2,113717,0.96,7.9,1,4.555013760372467,7.133323436054996,1,579,10,7.1,17,5.964959559894161,3.9,6.430972025510892,30,0.49,Resigned,2024-02-16,2024-05-11,85.0,Executive,3.8,3.08,4.37,Good
EMP_0320,Jenny Patel,Female,24,Chennai,Bachelor,2,Operations,VP Operations,EMP_0007,2024-03-31,3.5,40.0,Medium,1,197445,0.94,2.8,0,8.4,8.6,0,747,19,4.0,15,5.4,4.9,6.2,25,1.0,Active,,,0.0,Unknown,1.3,1.43,7.9,Good
EMP_0321,Sandra Brown,Male,48,Chennai,Bachelor,26,Finance,Finance Manager,EMP_0004,2023-03-17,4.2,53.6,High,2,155338,1.05,1.0,1,6.6,5.4,0,480,14,3.7,12,5.0,6.5,6.1,43,0.86,Active,,,0.0,Unknown,2.4,10.4,6.93,Poor
EMP_0322,Carl Mcbride,Female,57,Bangalore,Master,36,Sales,Sales Manager,EMP_0006,2023-08-03,3.8,55.004999999999974,Medium,0,56709,0.85,6.1,1,6.0,5.887739340011315,0,1140,18,19.2,14,5.418321138762822,4.441246835051494,5.329496202061793,16,0.3819472278144284,Resigned,2025-06-12,2025-08-29,78.0,Executive,2.0,17.14,5.1,Poor
EMP_0323,Mary Ellis,Male,45,Mumbai,Master,23,Engineering,Engineering Manager,EMP_0009,2023-07-30,2.6,40.6,Medium,1,211009,0.89,13.9,1,5.778399782589778,5.3,1,274,12,1.5,16,5.6889280384339695,2.424788999988249,6.061972499970624,53,0.84,Resigned,2025-02-09,2025-05-18,98.0,Executive,2.0,10.95,5.14,Good
EMP_0324,Mary Shepard,Female,32,Delhi,Master,11,Engineering,Senior Engineer,EMP_0008,2021-07-16,4.1,45.7,Medium,1,80944,1.21,3.5,0,6.3,6.8,0,853,19,9.9,16,8.1,10.0,6.9,56,1.0,Active,,,0.0,Unknown,4.0,2.68,7.62,Average
EMP_0325,Brittney Gutierrez,Male,48,Pune,Master,27,Sales,Sales Manager,EMP_0008,2024-12-11,3.3,46.0,Medium,1,53254,1.0,9.5,1,6.214741014166824,5.9,0,786,18,1.7,10,1.8996688947152944,6.821538303750375,8.2,22,0.5699006684145882,Resigned,2025-01-29,2025-04-26,87.0,Executive,0.6,38.57,6.21,Average
EMP_0326,Brittany Howell,Male,43,Mumbai,Bachelor,22,HR,HR Executive,EMP_0009,2019-05-19,3.8,39.5,Medium,1,62150,0.89,-0.1,1,6.4,4.7,0,902,14,10.5,11,9.8,5.5,9.2,33,0.58,Active,,,0.0,Unknown,6.2,3.49,5.7,Good
EMP_0327,Madeline Sanchez,Male,32,Pune,Bachelor,11,Operations,Operations Executive,EMP_0009,2021-01-26,3.6,40.1,Low,3,55252,1.04,-0.9,0,4.8,8.8,0,865,15,4.4,17,5.9,8.4,6.4,9,1.0,Active,,,0.0,Unknown,4.5,2.39,4.99,Good
EMP_0328,Tyler Johnson,Male,25,Delhi,Master,5,Finance,CFO,EMP_0005,2021-05-25,1.9,46.2,Medium,0,269110,1.08,15.1,0,3.5,5.2,1,467,10,19.2,14,6.359181894235435,6.627879720752426,6.180050009890775,10,0.3672203629065532,Resigned,2025-01-19,2025-04-12,83.0,Executive,4.2,1.16,3.78,Average
EMP_0329,Megan Hernandez,Male,42,Bangalore,Bachelor,21,Operations,VP Operations,EMP_0002,2020-09-12,3.8,48.8,Low,1,198704,0.99,11.9,1,4.531018275899094,5.597140223169469,1,1144,9,12.7,14,2.053307273065604,7.466571902056742,9.3,44,0.3266625207149825,Resigned,2024-08-04,2024-10-16,73.0,Executive,4.9,4.2,4.49,Average
EMP_0330,Jennifer Gibson,Female,47,Bangalore,Master,27,HR,HR Manager,EMP_0002,2022-02-24,4.4,40.0,High,3,56876,0.89,3.9,0,5.2,7.1,0,866,14,5.3,17,4.8,6.6,6.6,27,1.0,Active,,,0.0,Unknown,3.4,7.71,4.63,Good
